PMX Bone Weight
0.8855544,0.3029318,-1.410819,-0.6739754,0.02900138,-0.7381843,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8848925,0.3086632,-1.409903,-0.5834975,0.418229,-0.6961431,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8730562,0.3528906,-1.357042,-0.822269,0.2985843,-0.4844804,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9589415,0.3619587,-1.364023,0.7706376,0.3405721,-0.5386357,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9535078,0.3075132,-1.408602,0.5397198,0.368771,-0.7567765,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.953182,0.3011948,-1.409057,0.7508197,-0.01270477,-0.660385,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8102582,0.3891859,-1.325923,0.3754955,0.6974165,-0.6104206,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8253984,0.3411062,-1.397202,0.660089,0.6195939,-0.4247188,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.826014,0.3350418,-1.399514,0.7012557,0.4899983,-0.5178245,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7126328,0.3307637,-1.415126,-0.7086472,0.4774169,-0.5195116,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6927025,0.3553977,-1.329979,-0.6829407,0.4773934,-0.5528901,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.7137552,0.326151,-1.417857,-0.6715707,0.2464249,-0.6987615,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6828866,3.756489,0.2457854,-0.8034855,-0.1517035,0.5756711,左ひざ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5612354,4.315995,0.1604828,-0.9555868,-0.1308901,0.2640487,左ひざ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6346673,4.324496,0.3044614,-0.7623972,-0.1130587,0.6371565,左ひざ,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.9924038,1.432338,0.2950623,-0.3403134,0.4362929,0.8329678,左足首,左ひざ,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
0.9996182,1.637266,0.2234498,-0.1797589,0.3152193,0.9318388,左ひざ,左足首,,,0.54,0.46,0,0,False,0,0,0,0,0,0,0,0,0
1.046653,1.437018,0.293431,0.2097499,0.4455967,0.8703151,左足首,左ひざ,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
1.223287,1.906342,0.02929171,0.7654644,-0.04489032,0.6419105,左ひざ,左足首,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
1.252063,1.621308,0.02919449,0.7622468,0.1395305,0.6320689,左ひざ,左足首,,,0.54,0.46,0,0,False,0,0,0,0,0,0,0,0,0
1.184789,1.621375,0.08957971,0.7216201,0.1753395,0.6697167,左ひざ,左足首,,,0.54,0.46,0,0,False,0,0,0,0,0,0,0,0,0
1.187029,1.379756,-0.3686263,0.7979178,0.1197542,-0.5907505,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.251906,1.288435,-0.2750459,0.9061734,0.04954921,-0.4199936,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.245335,1.41693,-0.2689491,0.8392855,-0.009492661,-0.5436082,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.329515,1.451435,-0.1611367,0.8070942,-0.03503029,-0.5893826,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.32688,1.337586,-0.1451481,0.8539721,-0.1086996,-0.5088379,左足首,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.25838,1.590741,-0.259596,0.850184,-0.02864817,-0.5257057,左足首,左ひざ,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
