PMX Bone Weight
-0.3412,18.14363,-0.1655,-0.9960423,-0.04476612,0.07678461,首,頭,,,0.6154152,0.3845848,0,0,False,0,0,0,0,0,0,0,0,0
-0.3372,18.11833,-0.2523,-0.9862994,-0.09504352,-0.1348338,首,頭,,,0.6238195,0.3761805,0,0,False,0,0,0,0,0,0,0,0,0
-0.3346,18.01723,-0.2336,-0.9840732,-0.005545504,-0.1776774,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.3398,18.03773,-0.1493,-0.9985014,0.04206116,0.03501306,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.3158,18.08863,-0.3223,-0.924624,-0.1424218,-0.3532516,首,頭,,,0.6230412,0.3769588,0,0,False,0,0,0,0,0,0,0,0,0
-0.3114,17.97723,-0.3064,-0.8975418,-0.04713409,-0.438403,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.3494,18.21783,-0.2673,-0.9815422,-0.1715059,-0.08462101,頭,首,,,0.5294197,0.4705803,0,0,False,0,0,0,0,0,0,0,0,0
-0.3277,18.18053,-0.3391,-0.9316335,-0.2056024,-0.2996444,頭,首,,,0.520394,0.479606,0,0,False,0,0,0,0,0,0,0,0,0
-0.3519,18.24973,-0.1774,-0.9832489,-0.1176599,0.1392041,頭,首,,,0.5296021,0.4703979,0,0,False,0,0,0,0,0,0,0,0,0
-0.3259,18.26883,-0.0726,-0.9387842,-0.04925254,0.3409668,頭,首,,,0.5301895,0.4698105,0,0,False,0,0,0,0,0,0,0,0,0
-0.321,18.15893,-0.0627,-0.9550197,0.02585584,0.2954132,首,頭,,,0.6238195,0.3761805,0,0,False,0,0,0,0,0,0,0,0,0
-0.2784,18.16833,0.036,-0.8478181,0.03139439,0.5293568,首,頭,上半身2,操作中心,0.6210824,0.3776583,0.001259216,0,False,0,0,0,0,0,0,0,0,0
-0.2783,18.28013,0.0279,-0.8478182,0.0313944,0.529357,頭,首,,,0.5316734,0.4683266,0,0,False,0,0,0,0,0,0,0,0,0
-0.325,18.05103,-0.0488,-0.9640056,0.1019073,0.2455768,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.2874,18.05973,0.048,-0.8512651,0.1555911,0.5011379,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.2838,18.06003,-0.3746,-0.8065276,-0.194617,-0.5582449,首,頭,,,0.6243005,0.3756995,0,0,False,0,0,0,0,0,0,0,0,0
-0.2712,17.96023,-0.363,-0.7508367,-0.1125013,-0.6508361,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.2433,18.03503,-0.4105,-0.6010317,-0.2212704,-0.7679846,首,頭,,,0.625,0.375,0,0,False,0,0,0,0,0,0,0,0,0
-0.2266,17.93503,-0.3991,-0.5177649,-0.1328534,-0.8451447,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.2962,18.14523,-0.3899,-0.8235,-0.2339825,-0.516817,頭,首,,,0.5042421,0.4957579,0,0,False,0,0,0,0,0,0,0,0,0
-0.256,18.11433,-0.4258,-0.6678068,-0.270011,-0.693634,頭,首,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
-0.216,18.28893,0.1046,-0.6899006,0.03070559,0.7232527,頭,首,,,0.5309374,0.4690626,0,0,False,0,0,0,0,0,0,0,0,0
-0.2155,18.17583,0.111,-0.6899006,0.03070559,0.7232527,首,頭,上半身2,操作中心,0.6190677,0.3786657,0.002266589,0,False,0,0,0,0,0,0,0,0,0
-0.143,18.17973,0.164,-0.5068797,0.0682873,0.8593077,首,頭,上半身2,操作中心,0.6190677,0.3786657,0.002266589,0,False,0,0,0,0,0,0,0,0,0
-0.1454,18.29463,0.1586,-0.508881,-0.01637777,0.860681,頭,首,,,0.5316734,0.4683266,0,0,False,0,0,0,0,0,0,0,0,0
-0.2242,18.06643,0.1214,-0.6646862,0.1554256,0.7307771,首,頭,上半身2,操作中心,0.7195966,0.2522666,0.02813678,0,False,0,0,0,0,0,0,0,0,0
-0.1487,18.06883,0.174,-0.4919474,0.1321658,0.8605347,首,頭,上半身2,操作中心,0.7199075,0.2449363,0.03515625,0,False,0,0,0,0,0,0,0,0,0
-0.1964,18.01623,-0.4315,-0.4193456,-0.2673258,-0.8675749,首,頭,,,0.625,0.375,0,0,False,0,0,0,0,0,0,0,0,0
-0.1764,17.91733,-0.4156,-0.2931531,-0.1362192,-0.9463115,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.1406,18.00273,-0.4493,-0.3756259,-0.3279186,-0.8668187,首,頭,,,0.625,0.375,0,0,False,0,0,0,0,0,0,0,0,0
-0.1213,17.90703,-0.4273,-0.2800014,-0.1875328,-0.9415045,首,頭,,,0.75,0.25,0,0,False,0,0,0,0,0,0,0,0,0
-0.2084,18.09033,-0.4528,-0.5299385,-0.3431628,-0.7755027,頭,首,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
-0.1502,18.07083,-0.477,-0.4462485,-0.4299038,-0.7848854,頭,首,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
-0.0731,18.29673,0.1908,-0.2775479,0.003517324,0.9607054,頭,首,,,0.5309374,0.4690626,0,0,False,0,0,0,0,0,0,0,0,0
-0.0713,18.17803,0.197,-0.2868922,0.07447028,0.9550638,首,頭,上半身2,操作中心,0.6210824,0.3776583,0.001259216,0,False,0,0,0,0,0,0,0,0,0
0,18.17583,0.2084,-4.795973E-09,-0.02050427,0.9997898,首,頭,,,0.6223417,0.3776583,0,0,False,0,0,0,0,0,0,0,0,0
0,18.29693,0.2015,-4.795973E-09,-0.02050427,0.9997898,頭,首,,,0.5316734,0.4683266,0,0,False,0,0,0,0,0,0,0,0,0
